mall,outlet,lot,status,myehalal_matches,cert_holder,directory_url
Paradigm Mall Petaling Jaya,d'italiane,"LEVEL G, LOT GB-03A & 05",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Suki-Ya,"LEVEL UG, LOT 13",certified,32,M SUKI MAJU ENTERPRISE,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Seng Kee Chicken Rice,"LEVEL 2, LOT 32 & 33",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,1978 Cucur Udang,"LEVEL LG, LOT 07",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Candy House,"LEVEL CC, LOT 55",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Yi Poh,"LEVEL 2, LOT 22",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Richeese Factory,"LEVEL 2, LOT 13",certified,90,RICHEESE FACTORY MALAYSIA SDN. BHD.,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Ah Cheng Laksa,"LEVEL LG, LOT 53A",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Mixue,"LEVEL CC, LOT 57(P) & 58(P)",certified,251,MIXUE MALAYSIA SDN. BHD.,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Food Arcade,"LEVEL LG, LOT 17 - 23",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Ramen Hitoyoshi,"LEVEL G, LOT 12 & 13",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Chez Choux,"LEVEL LG, LOT 37",certified,5,CHEZ CHOUX (M) SDN BHD,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Mr. Chizu,"LEVEL LG, LOT 50",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Stuff'd,"LEVEL LG, LOT 09",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Gigi Coffee,"LEVEL LG, LOT K11 (P)",certified,54,GIGI COFFEE SDN. BHD.,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Squid Boy,"LEVEL CC, LOT 29",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Sushi Jiro,"LEVEL CC, LOT 36",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,Torii Teppanyaki,"LEVEL LG, LOT 31 - 33",uncertified,0,,https://paradigmmall.com.my/categories.aspx
Paradigm Mall Petaling Jaya,ChaTraMue,"LEVEL LG, LOT K08(P)",review,70,GREY HERON SDN BHD,https://paradigmmall.com.my/categories.aspx
Pavilion Bukit Jalil,11 Bowl,5.01.01,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,A&W,1.17.00,review,108,ABE WAN GLOBAL SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,An Viet,1.21.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Ant Cave,3.113.00 & E3.113.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Arthur's Storehouse,"3.110.00, 3.111.00, E3.110.00",uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Aunt Wu Bone Soup Rice Noodles,1.48.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Auntea Jenny,5.88.00,review,20,SENJUN INDUSTRIAL SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,B.O.D 包栈 包点专卖店,1.31.00,uncertified,0,CBE ENGINEERING SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Bask Bear Supreme,1.79.01,review,2,BB COFFEE SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Baskin Robbins,P3.08.01,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,BBQ TOWN,"4.53.00, 4.54.00, 4.56.00",uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Bear With Mee,1.15.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Bestore,3.97.00 Level 3 (Pink Zone),uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,BEUTEA 茶仙子,2.15.00,certified,35,BEUTEA HOLDING SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,BHC Chicken,L1.50.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Bold Burger Crispy Chicken,4.18.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Boncafé @ Home,P4.19.01,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Boost Juice Bars,P1.12.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Bungkus Kaw Kaw,P1.13.02,review,63,G&T BRAND SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Burger & Taco,1.66.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Burger King,1.07.00 & 1.08.00,review,189,COSMO RESTAURANTS SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Candy House,P1.20.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Cha B,P1.01.00,review,195,BIG SINGH CHAPATI SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,CHAGEE,3.78.00,certified,148,CHAGEE (M) SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,ChaPanda,2.75.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,ChaTraMue,P1.03.00,review,70,GREY HERON SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,ChezChoux,P1.11.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,CHICHA San Chen 吃茶三千,P1.09.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,CHONGDEE,3.37.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Christine's Bakery,3.33.00 & Lot P3.06.01,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,ChuChat,4.15.00,review,1,JY SPRING DRINK SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Churros+,1.37.01,review,8,CORNERY FNB SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,D'Laksa,1.19.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Dai Cha Dim,"2.38.00, Lot 2.39.00 & Lot 2.79.00",review,1,FARM FRESH JOMCHA SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,DELICIEUX COFFEE & FOOD,2.66.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Din Tai Fung,1.77.00 & Lot 1.82.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,DOME Café,"3.46.00, 3.47.00 & E3.46.00",certified,7,DOME CAFE SDN.BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Dragon-i,1.35.00,certified,1,DRAGON INN (1995),https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Dubuyo Mini,1.10.00,certified,14,DUBUYO SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Dunkin',P1.08.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,dáo desserts soymilk & bean curd,2.18.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Eat Pizza,1.55.00,review,1,EPKR CONCEPTS SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Eat Toast,5.27.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Empire Sushi,1.69.01,certified,159,EMPIRE SUSHI SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Famous Amos,P1.10.01,certified,116,THE FAMOUS AMOS CHOCOLATE CHIP COOKIE CORPORATION (M) SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Food Republic,1.16.00,review,2,EMPIRE SUSHI SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Gigi Coffee,"P3.12.00, Level 3 (Pink Zone)",certified,54,GIGI COFFEE SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Gloria Jean's Coffees,4.44.00,review,30,WONDERFUL LIFESTYLE SDN. BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Gong cha,P1.10.00,review,25,TEAFE (M) SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Grand Harbour,"5.86.00, 5.92.00, 5.93.00, 5.94.00 & 5.95.00",uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Grandmama's - Flavours of Malaysia,1.34.00,review,4,CHAMPION VISTA SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Haidilao Hotpot,5.32.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Happy Potato,1.79.01,certified,22,HAPPY POTATO VENTURES SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Healy Mac's Irish Bar & Restaurant,3.118.00 & E3.118.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Huo Long MalaTang,1.06.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,HWC Coffee,P2.24.01,review,66,PALATERIUM SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,I Love Yoo!,1.39.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Ichiban Ramen,1.44.00,certified,8,ZENSHO ICHIBAN MALAYSIA SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,illy Caffè,P3.08.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,India Gate,1.14.00,certified,2,INDIA GATE CENTRE KITCHEN SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Inside Scoop,P3.12.01,certified,55,THE INSIDE SCOOP SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Iron House Cafe,"2.54.00, 2.55.00 & 2.65.00",uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Jipinhe Scones 吉品合,P5.16.00,certified,1,JIPINHE SCONES (MY) SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,JO'S CHA,P3.13.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Jollibee,1.99.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Jordan Hong Kong Cafe,1.41.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,JP & CO,2.25.00 & P2.13.00,review,2,KOPITIAM ASIA PACIFIC SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Juicy,P1.06.02,certified,2,JUICY CAFE,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Khiang,1.03.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,KOI Thé,1.46.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Koong Woh Tong,1.45.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Kopi Rakyat,5.01.02,certified,3,KOPI RAKYAT SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Krispy Kreme Doughnuts,P1.15.02,certified,48,BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Kyochon 1991,3.109.01 & E3.109.01,certified,11,KYOCHON SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Lavender,1.42.00,review,3,KOPERASI BELA MASYARAKAT MELAKA BERHAD (HOTEL KOBEMAS),https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Lee’s Signature Fish,5.39.00 & 5.40.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,llaollao,P1.07.00,review,133,PETRA EMPIRE SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,LONGJING 绿茶餐厅,2.31.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Luckin Coffee,3.18.00,certified,48,HEXTAR LUCKIN (M) SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Madam Kwan's,1.43.00 & Lot 1.67.00,review,17,SUEZ TOP VENTURES SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Manjoe,1.20.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,MEE HIRIS CHINA MUSLIM,1.12.00,review,17,MHFB RESOURCES SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Meng Meng Roasted Duck,3.98.00 & 3.108.00,certified,14,KWAN YOKE MENG,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,MIAO,3.38.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Mitsuyado Seimen,1.68.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Mo-Mo-Paradise,3.81.00,review,119,AWG MOHAMAD AIZUDDDIN BIN AWG SALLEH,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,MOIM,3.25.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Molten Chocolate Café,5.50.00 & Lot E5.50.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Moonlight Cake House & Café,1.30.00,certified,1,MOONLIGHT CAKE HOUSE (EAST COAST) SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,More Yogurt,1.56.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Mr.Dakgalbi,1.15.01,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,myEureka Snack,P1.15.01,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Nabe Hotpot & Sukiyaki,3.63.00 & 3.53.00,certified,3,NABE HOTPOT SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Nando's,1.91.00,certified,94,NANDO'S CHICKENLAND MALAYSIA SENDIRIAN BERHAD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Nanyang Café,1.52.00 & Lot P1.21.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Naughty Babe Dirty Duck,3.85 & 3.115,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Ningji,P3.05.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Nong Geng Ji Hunan Cuisine 农耕记湖南菜,1.28.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Oloiya 我来也,1.38.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Omega Pork Noodle,1.83.00,non_halal,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Oriental Kopi 华阳,1.22.00 & Lot 1.23.00,certified,36,ORIENTAL COFFEE INTERNATIONAL SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Palsaik Korean BBQ,1.51.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Paris Baguette,3.86.00 & P3.09.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Park's Bagels,4.45.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,POBBYICE,P1.16.01,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,PUTIEN,5.87.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Que Tang Yu Fang,2.07.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Richeese Factory,1.26.00,certified,90,RICHEESE FACTORY MALAYSIA SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Rotiboy,P1.04.00,certified,90,ROTIBOY BAKESHOPPE SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,ROYCE',P1.19.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Samy & Min Bak Kut Teh,1.27.00,non_halal,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,San Francisco Coffee,3.107.00 & Lot E3.107.0 Level 3 (Pink Zone),certified,18,SAN FRANCISCO COFFEE SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Seniman,4.31.00,certified,2,SENIMAN PAUH CAFE,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Shangogo 山沟沟里的粉,1.33.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Shihlin Taiwan Street Snacks,1.32.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,SI SI NAN CUN,3.104.00,review,294,BANDAR SINAR SENDIRIAN BERHAD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Simple Life,1.18.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Siong Tong Gai Restaurant,5.100.00 & 5.100.01,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,SOULed OUT,3.112.00 & E3.112.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,SOUR LITTLE 7 酸小7,1.05.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Squid Boy,1.45.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Starbucks Coffee,3.114.00 & Lot E3.114.00,certified,269,BERJAYA STARBUCKS COFFEE COMPANY SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Sticky,1.62.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Subway,1.40.00,review,101,PEGACORN SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Suki-Ya,"5.41.00, Lot 5.42.00 & Lot 5.79.00",certified,32,M SUKI MAJU ENTERPRISE,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Sukiya Tokyo Bowls & Noodles,1.11.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Super Kitchen Chilli Pan Mee,1.25.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Sushi Jiro,1.49.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Sushi Koi,"2.36.00, 2.37.00 & 2.80.00",uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Sushi Zanmai,5.54.00 & Lot 5.55.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Tang Xiao Man,P1.19.01,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Tea Expert,5.73.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Tealive PLUS,P1.14.00,review,14,LOOB INTEGRATED SDN BHD,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,teazzi,2.63.00,review,2,JS NIKMAT RASA SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,TGI Fridays™,3.119.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,The Alley,3.117.00 & E3.177.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,The Chamber,3.32.00 & E3.32.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,The Chicken Rice Shop,1.09.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,The Coffee Bean & Tea Leaf,2.44.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,THE EIGHT,1.24.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,The Grass,4.28.01,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,The Roasted Gong Pear,"P1.18.00, Level 1 (Orange Zone)",uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,The Travelling Duck,1.36.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Tonkatsu by Ma Maison,3.122.00 & 3.123.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Torii Teppanyaki,1.13.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Uncle Luo,1.04.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Vanilla Mille Crepe,P1.13.01,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Verrona Hills Bread & Patisserie,"2.45.00, 2.46.00, 2.72.00",uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Waffle Hut,5.01.03,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,XiangNan QingWei,"3.54.00, 3.55.00 & 3.62.00",uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Yam Fresh,3.36.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,YANG’S,5.26.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Yee3,P3.01.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Yogurt Planet,2.46.01,certified,3,YG PLANET MY SDN. BHD.,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,YOMIES RICE X YOGURT,P1.16.02,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Young Sanna Mee,1.100.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Zok Noodle House,5.35.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,Zui Ma Tou Hot Pot 醉码头,4.87.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,ZUS Coffee,P1.05.00,review,823,ZUSPRESSO (M) SDN BHD (1340330-X),https://pavilion-bukitjalil.com/directory
Pavilion Bukit Jalil,真功夫好饮 Real Kungfu GD,1.57.00,uncertified,0,,https://pavilion-bukitjalil.com/directory
Pavilion Kuala Lumpur,% Arabica,"Lot 3.08.02 & E3.08.02, Level 3, Connection",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,108 Matcha Saro,"Lot P1.12.1B, Level 1, Gourmet Emporium",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,13DE Marzo Cafe,"Lot C3.10.04, Level 3, Connection",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Al Halabi Express,"Lot P1.11.03, Level 1, Gourmet Emporium",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Al Halabi Gourmet Restaurant,"Lot 7.01.06 & E7.01.06, Level 7, Dining Loft",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Al-Amar Lebanese Cuisine,"Lot 6.10.00, Level 6",review,971,ALADDIN KITCHEN CAFE,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,An Viet,"Lot 1.05.00, Level 1, Gourmet Emporium",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Aori Ramen,"Lot 6.36.00, Level 6",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Arthur’s Storehouse (The Guinness Experience),"Lot C4.06.02, Level 4, Connection",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Auntie Anne’s,"Lot P1.10.00, Level 1, Gourmet Emporium",review,19,CHRISNA JENIO SDN BHD,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Barbeque Nation,"Lot 9.102.00, Level 9, Pavilion Elite",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Baskin 31 Robbins,"Lot 6.03.00 & 6.04.00, Level 6",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Beryl’s,"Lot TL1.108.00, Level 1, Pavilion Elite",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,BEUTEA,"Lot 1.32.00, Level 1, Gourmet Emporium",certified,35,BEUTEA HOLDING SDN BHD,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Boost Juice Bars (Level 1),"Lot P1.12.02, Level 1, Gourmet Emporium",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Boost Juice Bars (Level 6),"Lot P6.03.00, Level 6",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Bubu Kōbō,"Lot P6.14.00, Level 6, Tokyo Street",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Burger King,"Lot 1.103.00 & E1.103.0, Level 1, Pavilion Elite",review,189,COSMO RESTAURANTS SDN BHD,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Café Kitsuné,"Lot P2.07.00, Level 2, Centre Court",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Calia,"Lot 6.11.00 & E6.11.00, Level 6",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Canton Court,"Lot 1.29.05, 2.29.01, 3.33.01, Level 1, 2 & 3, Couture Pavilion",review,1,PEAK KITCHEN SDN. BHD.,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Celadon Royal Thai Cuisine,"Lot 6.37.00, Level 6",uncertified,0,,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,CHAGEE,"Lot 6.43.00, Level 6",certified,148,CHAGEE (M) SDN. BHD.,https://www.pavilion-kl.com/stores/
Pavilion Kuala Lumpur,Chez Choux,"Lot P1.06.00, Level 1, Gourmet Emporium",certified,5,CHEZ CHOUX (M) SDN BHD,https://www.pavilion-kl.com/stores/
